2.300000	-0.000000
2.310000	0.000000
2.320000	0.000000
2.330000	0.000000
2.340000	0.000000
2.350000	0.000000
2.360000	0.000000
2.370000	0.000000
2.380000	-0.000000
2.390000	-0.000000
2.400000	-0.000000
2.410000	0.000000
2.420000	0.000000
2.430000	0.000000
2.440000	0.000000
2.450000	0.000000
2.460000	0.000000
2.470000	0.000000
2.480000	0.000000
2.490000	0.000000
2.500000	0.000000
2.510000	0.000000
2.520000	0.000000
2.530000	0.000000
2.540000	0.000000
2.550000	0.000000
2.560000	0.000000
2.570000	0.000000
2.580000	0.000000
2.590000	0.000000
2.600000	0.000000
2.610000	0.000000
2.620000	-0.000000
2.630000	-0.000000
2.640000	-0.000000
2.650000	-0.000000
2.660000	-0.000000
2.670000	-0.000000
2.680000	-0.000000
2.690000	-0.000000
2.700000	0.000176
2.710000	0.013335
2.720000	0.073168
2.730000	0.215323
2.740000	0.475450
2.750000	0.889197
2.760000	1.492212
2.770000	2.320144
2.780000	3.407565
2.790000	4.739067
2.800000	6.229178
2.810000	7.787190
2.820000	9.322392
2.830000	10.744077
2.840000	11.961534
2.850000	12.884055
2.860000	13.423177
2.870000	13.562884
2.880000	13.373467
2.890000	12.930260
2.900000	12.308599
2.910000	11.583817
2.920000	10.831251
2.930000	10.126235
2.940000	9.542070
2.950000	9.104114
2.960000	8.789136
2.970000	8.571741
2.980000	8.426533
2.990000	8.328116
3.000000	8.251095
3.010000	8.170074
3.020000	8.060611
3.030000	7.915294
3.040000	7.741399
3.050000	7.546682
3.060000	7.338901
3.070000	7.125813
3.080000	6.915173
3.090000	6.714740
3.100000	6.531831
3.110000	6.367666
3.120000	6.218994
3.130000	6.082459
3.140000	5.954708
3.150000	5.832386
3.160000	5.712138
3.170000	5.590611
3.180000	5.464701
3.190000	5.334089
3.200000	5.200186
3.210000	5.064430
3.220000	4.928260
3.230000	4.793111
3.240000	4.660424
3.250000	4.531634
3.260000	4.408046
3.270000	4.289773
3.280000	4.176302
3.290000	4.067114
3.300000	3.961690
3.310000	3.859511
3.320000	3.760058
3.330000	3.662811
3.340000	3.567297
3.350000	3.473370
3.360000	3.381032
3.370000	3.290281
3.380000	3.201121
3.390000	3.113551
3.400000	3.027573
3.410000	2.943187
3.420000	2.860411
3.430000	2.779364
3.440000	2.700199
3.450000	2.623073
3.460000	2.548141
3.470000	2.475558
3.480000	2.405479
3.490000	2.338059
3.500000	2.273375
3.510000	2.211105
3.520000	2.150809
3.530000	2.092041
3.540000	2.034361
3.550000	1.977325
3.560000	1.920491
3.570000	1.863415
3.580000	1.805792
3.590000	1.747881
3.600000	1.690084
3.610000	1.632805
3.620000	1.576449
3.630000	1.521419
3.640000	1.468118
3.650000	1.416951
3.660000	1.368180
3.670000	1.321580
3.680000	1.276824
3.690000	1.233584
3.700000	1.191532
3.710000	1.150342
3.720000	1.109684
3.730000	1.069232
3.740000	1.028774
3.750000	0.988432
3.760000	0.948385
3.770000	0.908816
3.780000	0.869905
3.790000	0.831831
3.800000	0.794777
3.810000	0.758921
3.820000	0.724376
3.830000	0.691086
3.840000	0.658971
3.850000	0.627952
3.860000	0.597950
3.870000	0.568886
3.880000	0.540678
3.890000	0.513250
3.900000	0.486520
3.910000	0.460409
3.920000	0.434839
3.930000	0.409729
3.940000	0.385001
3.950000	0.360574
3.960000	0.336369
3.970000	0.312308
3.980000	0.288409
3.990000	0.264852
4.000000	0.241832
4.010000	0.219547
4.020000	0.198191
4.030000	0.177961
4.040000	0.159053
4.050000	0.141660
4.060000	0.125804
4.070000	0.111260
4.080000	0.097785
4.090000	0.085137
4.100000	0.073072
4.110000	0.061347
4.120000	0.049718
4.130000	0.037948
4.140000	0.025950
4.150000	0.013821
4.160000	0.001672
4.170000	-0.010387
4.180000	-0.022246
4.190000	-0.033795
4.200000	-0.044925
4.210000	-0.055526
4.220000	-0.065545
4.230000	-0.074983
4.240000	-0.083844
4.250000	-0.092132
4.260000	-0.099849
4.270000	-0.107001
4.280000	-0.113591
4.290000	-0.119626
4.300000	-0.125185
4.310000	-0.130410
4.320000	-0.135444
4.330000	-0.140432
4.340000	-0.145515
4.350000	-0.150839
4.360000	-0.156547
4.370000	-0.162770
4.380000	-0.169451
4.390000	-0.176393
4.400000	-0.183394
4.410000	-0.190254
4.420000	-0.196771
4.430000	-0.202744
4.440000	-0.207973
4.450000	-0.212276
4.460000	-0.215696
4.470000	-0.218420
4.480000	-0.220638
4.490000	-0.222539
4.500000	-0.224313
4.510000	-0.226149
4.520000	-0.228236
4.530000	-0.230742
4.540000	-0.233634
4.550000	-0.236771
4.560000	-0.240011
4.570000	-0.243210
4.580000	-0.246226
4.590000	-0.248917
4.600000	-0.251141
4.610000	-0.252774
4.620000	-0.253845
4.630000	-0.254449
4.640000	-0.254683
4.650000	-0.254643
4.660000	-0.254426
4.670000	-0.254128
4.680000	-0.253846
4.690000	-0.253658
4.700000	-0.253528
4.710000	-0.253381
4.720000	-0.253136
4.730000	-0.252716
4.740000	-0.252043
4.750000	-0.251039
4.760000	-0.249625
4.770000	-0.247753
4.780000	-0.245519
4.790000	-0.243069
4.800000	-0.240545
4.810000	-0.238092
4.820000	-0.235855
4.830000	-0.233978
4.840000	-0.232604
4.850000	-0.231825
4.860000	-0.231509
4.870000	-0.231463
4.880000	-0.231492
4.890000	-0.231406
4.900000	-0.231011
4.910000	-0.230115
4.920000	-0.228523
4.930000	-0.226123
4.940000	-0.223071
4.950000	-0.219589
4.960000	-0.215896
4.970000	-0.212211
4.980000	-0.208754
4.990000	-0.205745
5.000000	-0.203404
5.010000	-0.201864
5.020000	-0.201007
5.030000	-0.200668
5.040000	-0.200683
5.050000	-0.200887
5.060000	-0.201115
5.070000	-0.201203
5.080000	-0.200986
5.090000	-0.200374
5.100000	-0.199455
5.110000	-0.198348
5.120000	-0.197170
5.130000	-0.196037
5.140000	-0.195066
5.150000	-0.194376
5.160000	-0.194082
5.170000	-0.194225
5.180000	-0.194683
5.190000	-0.195316
5.200000	-0.195985
5.210000	-0.196550
5.220000	-0.196869
5.230000	-0.196804
5.240000	-0.196214
5.250000	-0.195050
5.260000	-0.193417
5.270000	-0.191434
5.280000	-0.189222
5.290000	-0.186903
5.300000	-0.184595
5.310000	-0.182420
5.320000	-0.180498
5.330000	-0.178915
5.340000	-0.177704
5.350000	-0.176899
5.360000	-0.176531
5.370000	-0.176629
5.380000	-0.177227
5.390000	-0.178354
5.400000	-0.180041
5.410000	-0.182240
5.420000	-0.184806
5.430000	-0.187590
5.440000	-0.190442
5.450000	-0.193211
5.460000	-0.195748
5.470000	-0.197903
5.480000	-0.199528
5.490000	-0.200560
5.500000	-0.201027
5.510000	-0.200958
5.520000	-0.200384
5.530000	-0.199337
5.540000	-0.197847
5.550000	-0.195944
5.560000	-0.193664
5.570000	-0.191118
5.580000	-0.188486
5.590000	-0.185953
5.600000	-0.183702
5.610000	-0.181917
5.620000	-0.180781
5.630000	-0.180477
5.640000	-0.181171
5.650000	-0.182746
5.660000	-0.184865
5.670000	-0.187186
5.680000	-0.189369
5.690000	-0.191071
5.700000	-0.191951
5.710000	-0.191668
5.720000	-0.189914
5.730000	-0.186810
5.740000	-0.182754
5.750000	-0.178150
5.760000	-0.173401
5.770000	-0.168910
5.780000	-0.165081
5.790000	-0.162318
5.800000	-0.160975
5.810000	-0.160946
5.820000	-0.161864
5.830000	-0.163363
5.840000	-0.165075
5.850000	-0.166632
5.860000	-0.167667
5.870000	-0.167812
5.880000	-0.166756
5.890000	-0.164640
5.900000	-0.161812
5.910000	-0.158625
5.920000	-0.155429
5.930000	-0.152576
5.940000	-0.150417
5.950000	-0.149304
5.960000	-0.149514
5.970000	-0.150862
5.980000	-0.152980
5.990000	-0.155496
6.000000	-0.158043
6.010000	-0.160250
6.020000	-0.161748
6.030000	-0.162167
6.040000	-0.161220
6.050000	-0.159051
6.060000	-0.155944
6.070000	-0.152187
6.080000	-0.148065
6.090000	-0.143864
6.100000	-0.139870
6.110000	-0.136369
6.120000	-0.133589
6.130000	-0.131497
6.140000	-0.129993
6.150000	-0.128975
6.160000	-0.128339
6.170000	-0.127984
6.180000	-0.127809
6.190000	-0.127710
6.200000	-0.127596
6.210000	-0.127411
6.220000	-0.127104
6.230000	-0.126629
6.240000	-0.125935
6.250000	-0.124974
6.260000	-0.123698
6.270000	-0.122057
6.280000	-0.120042
6.290000	-0.117762
6.300000	-0.115345
6.310000	-0.112923
6.320000	-0.110625
6.330000	-0.108583
6.340000	-0.106926
6.350000	-0.105785
6.360000	-0.105222
6.370000	-0.105135
6.380000	-0.105392
6.390000	-0.105864
6.400000	-0.106419
6.410000	-0.106927
6.420000	-0.107257
6.430000	-0.107281
6.440000	-0.106930
6.450000	-0.106274
6.460000	-0.105399
6.470000	-0.104392
6.480000	-0.103339
6.490000	-0.102327
6.500000	-0.101441
6.510000	-0.100769
6.520000	-0.100341
6.530000	-0.100096
6.540000	-0.099960
6.550000	-0.099860
6.560000	-0.099722
6.570000	-0.099474
6.580000	-0.099043
6.590000	-0.098355
6.600000	-0.097382
6.610000	-0.096160
6.620000	-0.094730
6.630000	-0.093133
6.640000	-0.091411
6.650000	-0.089605
6.660000	-0.087757
6.670000	-0.085909
6.680000	-0.084115
6.690000	-0.082443
6.700000	-0.080967
6.710000	-0.079755
6.720000	-0.078880
6.730000	-0.078411
6.740000	-0.078421
6.750000	-0.078975
6.760000	-0.080034
6.770000	-0.081440
6.780000	-0.083029
6.790000	-0.084635
6.800000	-0.086096
6.810000	-0.087247
6.820000	-0.087924
6.830000	-0.087970
6.840000	-0.087372
6.850000	-0.086253
6.860000	-0.084742
6.870000	-0.082967
6.880000	-0.081054
6.890000	-0.079134
6.900000	-0.077333
6.910000	-0.075774
6.920000	-0.074491
6.930000	-0.073445
6.940000	-0.072597
6.950000	-0.071907
6.960000	-0.071336
6.970000	-0.070844
6.980000	-0.070391
6.990000	-0.069940
7.000000	-0.069475
7.010000	-0.068996
7.020000	-0.068503
7.030000	-0.067997
7.040000	-0.067477
7.050000	-0.066945
7.060000	-0.066399
7.070000	-0.065840
7.080000	-0.065251
7.090000	-0.064610
7.100000	-0.063895
7.110000	-0.063081
7.120000	-0.062147
7.130000	-0.061069
7.140000	-0.059824
7.150000	-0.058395
7.160000	-0.056810
7.170000	-0.055120
7.180000	-0.053375
7.190000	-0.051627
7.200000	-0.049925
7.210000	-0.048320
7.220000	-0.046863
7.230000	-0.045596
7.240000	-0.044503
7.250000	-0.043542
7.260000	-0.042675
7.270000	-0.041862
7.280000	-0.041062
7.290000	-0.040236
7.300000	-0.039343
7.310000	-0.038351
7.320000	-0.037265
7.330000	-0.036104
7.340000	-0.034887
7.350000	-0.033632
7.360000	-0.032358
7.370000	-0.031083
7.380000	-0.029827
7.390000	-0.028609
7.400000	-0.027455
7.410000	-0.026393
7.420000	-0.025450
7.430000	-0.024653
7.440000	-0.024029
7.450000	-0.023608
7.460000	-0.023414
7.470000	-0.023456
7.480000	-0.023657
7.490000	-0.023924
7.500000	-0.024164
7.510000	-0.024281
7.520000	-0.024184
7.530000	-0.023777
7.540000	-0.022968
7.550000	-0.021708
7.560000	-0.020099
7.570000	-0.018269
7.580000	-0.016346
7.590000	-0.014460
7.600000	-0.012739
7.610000	-0.011312
7.620000	-0.010308
7.630000	-0.009797
7.640000	-0.009701
7.650000	-0.009919
7.660000	-0.010348
7.670000	-0.010885
7.680000	-0.011428
7.690000	-0.011875
7.700000	-0.012123
7.710000	-0.012115
7.720000	-0.011886
7.730000	-0.011486
7.740000	-0.010966
7.750000	-0.010373
7.760000	-0.009758
7.770000	-0.009170
7.780000	-0.008658
7.790000	-0.008249
7.800000	-0.007925
7.810000	-0.007666
7.820000	-0.007450
7.830000	-0.007256
7.840000	-0.007062
7.850000	-0.006848
7.860000	-0.006592
7.870000	-0.006278
7.880000	-0.005896
7.890000	-0.005439
7.900000	-0.004897
7.910000	-0.004262
7.920000	-0.003527
7.930000	-0.002682
7.940000	-0.001720
7.950000	-0.000649
7.960000	0.000500
7.970000	0.001694
7.980000	0.002901
7.990000	0.004089
8.000000	0.005225
8.010000	0.006277
8.020000	0.007212
8.030000	0.008004
8.040000	0.008629
8.050000	0.009066
8.060000	0.009292
8.070000	0.009286
8.080000	0.009025
8.090000	0.008488
8.100000	0.007655
8.110000	0.006581
8.120000	0.005388
8.130000	0.004204
8.140000	0.003153
8.150000	0.002363
8.160000	0.001959
8.170000	0.002068
8.180000	0.002805
8.190000	0.004122
8.200000	0.005832
8.210000	0.007747
8.220000	0.009678
8.230000	0.011436
8.240000	0.012832
8.250000	0.013677
8.260000	0.013800
8.270000	0.013254
8.280000	0.012249
8.290000	0.011000
8.300000	0.009718
8.310000	0.008619
8.320000	0.007916
8.330000	0.007821
8.340000	0.008523
8.350000	0.009955
8.360000	0.011898
8.370000	0.014132
8.380000	0.016436
8.390000	0.018591
8.400000	0.020375
8.410000	0.021568
8.420000	0.021981
8.430000	0.021690
8.440000	0.020898
8.450000	0.019812
8.460000	0.018637
8.470000	0.017580
8.480000	0.016847
8.490000	0.016644
8.500000	0.017140
8.510000	0.018254
8.520000	0.019802
8.530000	0.021597
8.540000	0.023454
8.550000	0.025187
8.560000	0.026612
8.570000	0.027541
8.580000	0.027831
8.590000	0.027558
8.600000	0.026881
8.610000	0.025958
8.620000	0.024946
8.630000	0.024002
8.640000	0.023283
8.650000	0.022949
8.660000	0.023112
8.670000	0.023685
8.680000	0.024520
8.690000	0.025470
8.700000	0.026389
8.710000	0.027128
8.720000	0.027541
8.730000	0.027481
8.740000	0.026856
8.750000	0.025789
8.760000	0.024456
8.770000	0.023033
8.780000	0.021695
8.790000	0.020617
8.800000	0.019975
8.810000	0.019946
8.820000	0.020629
8.830000	0.021885
8.840000	0.023526
8.850000	0.025365
8.860000	0.027213
8.870000	0.028883
8.880000	0.030186
8.890000	0.030935
8.900000	0.031038
8.910000	0.030662
8.920000	0.030019
8.930000	0.029318
8.940000	0.028771
8.950000	0.028586
8.960000	0.028976
8.970000	0.030150
8.980000	0.032182
8.990000	0.034838
9.000000	0.037844
9.010000	0.040922
9.020000	0.043799
9.030000	0.046199
9.040000	0.047846
9.050000	0.048467
9.060000	0.047971
9.070000	0.046618
9.080000	0.044708
9.090000	0.042540
9.100000	0.040412
9.110000	0.038624
9.120000	0.037474
9.130000	0.037259
9.140000	0.038089
9.150000	0.039772
9.160000	0.042091
9.170000	0.044827
9.180000	0.047764
9.190000	0.050683
9.200000	0.053367
9.210000	0.055599
9.220000	0.057279
9.230000	0.058457
9.240000	0.059195
9.250000	0.059557
9.260000	0.059605
9.270000	0.059402
9.280000	0.059009
9.290000	0.058491
9.300000	0.057904
9.310000	0.057306
9.320000	0.056749
9.330000	0.056289
9.340000	0.055981
9.350000	0.055879
9.360000	0.056039
9.370000	0.056512
9.380000	0.057305
9.390000	0.058381
9.400000	0.059697
9.410000	0.061214
9.420000	0.062891
9.430000	0.064687
9.440000	0.066563
9.450000	0.068477
9.460000	0.070399
9.470000	0.072309
9.480000	0.074184
9.490000	0.076002
9.500000	0.077743
